REF_DATE,GEO,CPI
2021-09,Newfoundland and Labrador,145.6
2021-09,Prince Edward Island,146.9
2021-09,Nova Scotia,144.6
2021-09,New Brunswick,143.3
2021-09,Quebec,139.2
2021-09,Ontario,144.4
2021-09,Manitoba,143.6
2021-09,Saskatchewan,145.4
2021-09,Alberta,150.8
2021-09,British Columbia,137.2
2021-09,"Yukon",140.5
2021-09,"Northwest Territories",143.7
2021-09,"Nunavut",133.7
