REF_DATE,GEO,CPI
2020-08,Newfoundland and Labrador,139.1
2020-08,Prince Edward Island,138.3
2020-08,Nova Scotia,137.5
2020-08,New Brunswick,136.6
2020-08,Quebec,132.9
2020-08,Ontario,138.6
2020-08,Manitoba,137.2
2020-08,Saskatchewan,140.8
2020-08,Alberta,144.2
2020-08,British Columbia,132.4
2020-08,"Yukon",133.6
2020-08,"Northwest Territories",137.5
2020-08,"Nunavut",130.5
