REF_DATE,GEO,CPI
2020-06,Newfoundland and Labrador,139.5
2020-06,Prince Edward Island,137.5
2020-06,Nova Scotia,137.6
2020-06,New Brunswick,136.6
2020-06,Quebec,132.8
2020-06,Ontario,138.6
2020-06,Manitoba,137.9
2020-06,Saskatchewan,141.2
2020-06,Alberta,145.0
2020-06,British Columbia,132.6
2020-06,"Yukon",134.3
2020-06,"Northwest Territories",139.3
2020-06,"Nunavut",131.3
