REF_DATE,GEO,CPI
2020-01,Newfoundland and Labrador,140.0
2020-01,Prince Edward Island,139.0
2020-01,Nova Scotia,138.5
2020-01,New Brunswick,137.3
2020-01,Quebec,132.6
2020-01,Ontario,138.0
2020-01,Manitoba,137.5
2020-01,Saskatchewan,140.6
2020-01,Alberta,144.7
2020-01,British Columbia,132.1
2020-01,"Yukon",135.8
2020-01,"Northwest Territories",141.0
2020-01,"Nunavut",131.8
