REF_DATE,GEO,CPI
2020-03,Newfoundland and Labrador,139.2
2020-03,Prince Edward Island,137.5
2020-03,Nova Scotia,138.0
2020-03,New Brunswick,136.6
2020-03,Quebec,132.5
2020-03,Ontario,137.9
2020-03,Manitoba,137.4
2020-03,Saskatchewan,140.0
2020-03,Alberta,144.1
2020-03,British Columbia,132.3
2020-03,"Yukon",135.1
2020-03,"Northwest Territories",140.0
2020-03,"Nunavut",132.7
