REF_DATE,GEO,CPI
2019-07,Newfoundland and Labrador,140.1
2019-07,Prince Edward Island,139.5
2019-07,Nova Scotia,138.5
2019-07,New Brunswick,137.1
2019-07,Quebec,132.6
2019-07,Ontario,138.8
2019-07,Manitoba,137.4
2019-07,Saskatchewan,140.7
2019-07,Alberta,143.6
2019-07,British Columbia,132.4
2019-07,"Yukon",135.1
2019-07,"Northwest Territories",139.2
2019-07,"Nunavut",132.8
