REF_DATE,GEO,CPI
2021-10,Newfoundland and Labrador,146.8
2021-10,Prince Edward Island,147.8
2021-10,Nova Scotia,145.9
2021-10,New Brunswick,144.5
2021-10,Quebec,140.2
2021-10,Ontario,145.7
2021-10,Manitoba,144.6
2021-10,Saskatchewan,146.1
2021-10,Alberta,151.5
2021-10,British Columbia,137.9
2021-10,"Yukon",141.1
2021-10,"Northwest Territories",144.4
2021-10,"Nunavut",133.6
