REF_DATE,GEO,CPI
2021-04,Newfoundland and Labrador,143.5
2021-04,Prince Edward Island,143.2
2021-04,Nova Scotia,142.3
2021-04,New Brunswick,140.3
2021-04,Quebec,136.2
2021-04,Ontario,141.8
2021-04,Manitoba,140.6
2021-04,Saskatchewan,143.9
2021-04,Alberta,147.7
2021-04,British Columbia,135.2
2021-04,"Yukon",137.8
2021-04,"Northwest Territories",140.5
2021-04,"Nunavut",133.2
