REF_DATE,GEO,CPI
2021-03,Newfoundland and Labrador,142.9
2021-03,Prince Edward Island,142.1
2021-03,Nova Scotia,141.8
2021-03,New Brunswick,139.2
2021-03,Quebec,135.4
2021-03,Ontario,141.0
2021-03,Manitoba,139.6
2021-03,Saskatchewan,143.3
2021-03,Alberta,146.9
2021-03,British Columbia,134.9
2021-03,"Yukon",136.6
2021-03,"Northwest Territories",139.9
2021-03,"Nunavut",132.0
