REF_DATE,GEO,CPI
2021-06,Newfoundland and Labrador,144.4
2021-06,Prince Edward Island,144.8
2021-06,Nova Scotia,143.2
2021-06,New Brunswick,141.5
2021-06,Quebec,137.7
2021-06,Ontario,143.1
2021-06,Manitoba,141.9
2021-06,Saskatchewan,143.8
2021-06,Alberta,148.9
2021-06,British Columbia,135.8
2021-06,"Yukon",138.5
2021-06,"Northwest Territories",141.1
2021-06,"Nunavut",133.3
