REF_DATE,GEO,CPI
2020-11,Newfoundland and Labrador,141.0
2020-11,Prince Edward Island,138.3
2020-11,Nova Scotia,138.7
2020-11,New Brunswick,136.8
2020-11,Quebec,133.5
2020-11,Ontario,139.0
2020-11,Manitoba,138.4
2020-11,Saskatchewan,141.6
2020-11,Alberta,145.4
2020-11,British Columbia,133.3
2020-11,"Yukon",134.8
2020-11,"Northwest Territories",138.8
2020-11,"Nunavut",130.9
