REF_DATE,GEO,CPI
2019-05,Newfoundland and Labrador,140.0
2019-05,Prince Edward Island,138.2
2019-05,Nova Scotia,137.8
2019-05,New Brunswick,136.7
2019-05,Quebec,132.4
2019-05,Ontario,138.1
2019-05,Manitoba,137.5
2019-05,Saskatchewan,140.8
2019-05,Alberta,144.0
2019-05,British Columbia,131.8
2019-05,"Yukon",132.9
2019-05,"Northwest Territories",139.1
2019-05,"Nunavut",131.9
