REF_DATE,GEO,CPI
2021-11,Newfoundland and Labrador,146.9
2021-11,Prince Edward Island,148.0
2021-11,Nova Scotia,146.0
2021-11,New Brunswick,144.6
2021-11,Quebec,140.5
2021-11,Ontario,146.0
2021-11,Manitoba,144.7
2021-11,Saskatchewan,146.8
2021-11,Alberta,151.6
2021-11,British Columbia,138.1
2021-11,"Yukon",140.3
2021-11,"Northwest Territories",144.3
2021-11,"Nunavut",133.9
