REF_DATE,GEO,CPI
2021-01,Newfoundland and Labrador,142.1
2021-01,Prince Edward Island,139.7
2021-01,Nova Scotia,140.3
2021-01,New Brunswick,138.2
2021-01,Quebec,134.3
2021-01,Ontario,139.5
2021-01,Manitoba,138.5
2021-01,Saskatchewan,141.9
2021-01,Alberta,145.8
2021-01,British Columbia,133.6
2021-01,"Yukon",136.1
2021-01,"Northwest Territories",139.7
2021-01,"Nunavut",132.0
