REF_DATE,GEO,CPI
2019-09,Newfoundland and Labrador,139.0
2019-09,Prince Edward Island,138.2
2019-09,Nova Scotia,138.4
2019-09,New Brunswick,136.6
2019-09,Quebec,132.1
2019-09,Ontario,137.5
2019-09,Manitoba,136.9
2019-09,Saskatchewan,139.7
2019-09,Alberta,142.9
2019-09,British Columbia,132.0
2019-09,"Yukon",133.5
2019-09,"Northwest Territories",138.2
2019-09,"Nunavut",131.2
