REF_DATE,GEO,CPI
2020-10,Newfoundland and Labrador,140.5
2020-10,Prince Edward Island,138.6
2020-10,Nova Scotia,138.4
2020-10,New Brunswick,137.0
2020-10,Quebec,133.1
2020-10,Ontario,138.9
2020-10,Manitoba,138.1
2020-10,Saskatchewan,141.6
2020-10,Alberta,145.2
2020-10,British Columbia,132.9
2020-10,"Yukon",134.5
2020-10,"Northwest Territories",138.6
2020-10,"Nunavut",130.8
