REF_DATE,GEO,CPI
2019-06,Newfoundland and Labrador,139.4
2019-06,Prince Edward Island,138.0
2019-06,Nova Scotia,137.4
2019-06,New Brunswick,136.3
2019-06,Quebec,132.0
2019-06,Ontario,138.0
2019-06,Manitoba,137.3
2019-06,Saskatchewan,140.2
2019-06,Alberta,142.7
2019-06,British Columbia,131.9
2019-06,"Yukon",134.1
2019-06,"Northwest Territories",139.1
2019-06,"Nunavut",132.1
