REF_DATE,GEO,CPI
2021-12,Newfoundland and Labrador,146.3
2021-12,Prince Edward Island,147.4
2021-12,Nova Scotia,145.4
2021-12,New Brunswick,144.3
2021-12,Quebec,140.2
2021-12,Ontario,146.0
2021-12,Manitoba,144.0
2021-12,Saskatchewan,145.9
2021-12,Alberta,151.7
2021-12,British Columbia,138.0
2021-12,Yukon",140.8
2021-12,Northwest Territories",144.8
2021-12,Nunavut",134.7
