REF_DATE,GEO,CPI
2019-03,Newfoundland and Labrador,139.1
2019-03,Prince Edward Island,137.0
2019-03,Nova Scotia,136.8
2019-03,New Brunswick,135.9
2019-03,Quebec,131.0
2019-03,Ontario,137.0
2019-03,Manitoba,136.1
2019-03,Saskatchewan,139.2
2019-03,Alberta,143.1
2019-03,British Columbia,130.7
2019-03,"Yukon",131.6
2019-03,"Northwest Territories",138.5
2019-03,"Nunavut",130.5
