REF_DATE,GEO,CPI
2019-10,Newfoundland and Labrador,139.7
2019-10,Prince Edward Island,138.4
2019-10,Nova Scotia,138.0
2019-10,New Brunswick,136.8
2019-10,Quebec,132.4
2019-10,Ontario,137.9
2019-10,Manitoba,138.0
2019-10,Saskatchewan,140.9
2019-10,Alberta,143.6
2019-10,British Columbia,132.2
2019-10,"Yukon",133.9
2019-10,"Northwest Territories",139.4
2019-10,"Nunavut",131.1
