REF_DATE,GEO,CPI
2019-01,Newfoundland and Labrador,137.0
2019-01,Prince Edward Island,135.0
2019-01,Nova Scotia,135.0
2019-01,New Brunswick,134.0
2019-01,Quebec,129.1
2019-01,Ontario,135.2
2019-01,Manitoba,134.1
2019-01,Saskatchewan,137.4
2019-01,Alberta,140.5
2019-01,British Columbia,129.1
2019-01,"Yukon",130.9
2019-01,"Northwest Territories",136.8
2019-01,"Nunavut",129.3
