REF_DATE,GEO,CPI
2019-08,Newfoundland and Labrador,139.9
2019-08,Prince Edward Island,138.8
2019-08,Nova Scotia,138.4
2019-08,New Brunswick,137.4
2019-08,Quebec,132.4
2019-08,Ontario,138.5
2019-08,Manitoba,137.3
2019-08,Saskatchewan,140.2
2019-08,Alberta,143.4
2019-08,British Columbia,132.2
2019-08,"Yukon",134.8
2019-08,"Northwest Territories",139.3
2019-08,"Nunavut",133.6
