REF_DATE,GEO,CPI
2020-07,Newfoundland and Labrador,139.6
2020-07,Prince Edward Island,138.2
2020-07,Nova Scotia,137.8
2020-07,New Brunswick,137.1
2020-07,Quebec,133.0
2020-07,Ontario,138.8
2020-07,Manitoba,137.9
2020-07,Saskatchewan,141.4
2020-07,Alberta,144.9
2020-07,British Columbia,132.6
2020-07,"Yukon",134.2
2020-07,"Northwest Territories",139.1
2020-07,"Nunavut",131.3
