REF_DATE,GEO,CPI
2021-07,Newfoundland and Labrador,145.8
2021-07,Prince Edward Island,146.6
2021-07,Nova Scotia,144.2
2021-07,New Brunswick,142.5
2021-07,Quebec,138.5
2021-07,Ontario,143.7
2021-07,Manitoba,142.8
2021-07,Saskatchewan,144.7
2021-07,Alberta,150.3
2021-07,British Columbia,136.7
2021-07,"Yukon",139.8
2021-07,"Northwest Territories",141.9
2021-07,"Nunavut",133.0
