REF_DATE,GEO,CPI
2020-04,Newfoundland and Labrador,137.6
2020-04,Prince Edward Island,136.0
2020-04,Nova Scotia,136.6
2020-04,New Brunswick,134.6
2020-04,Quebec,131.7
2020-04,Ontario,137.3
2020-04,Manitoba,136.3
2020-04,Saskatchewan,138.7
2020-04,Alberta,143.0
2020-04,British Columbia,131.2
2020-04,"Yukon",133.6
2020-04,"Northwest Territories",137.8
2020-04,"Nunavut",132.4
