REF_DATE,GEO,CPI
2020-12,Newfoundland and Labrador,140.4
2020-12,Prince Edward Island,138.2
2020-12,Nova Scotia,138.7
2020-12,New Brunswick,136.9
2020-12,Quebec,133.4
2020-12,Ontario,138.8
2020-12,Manitoba,137.5
2020-12,Saskatchewan,140.9
2020-12,Alberta,144.8
2020-12,British Columbia,132.8
2020-12,"Yukon",134.9
2020-12,"Northwest Territories",138.1
2020-12,"Nunavut",131.2
