REF_DATE,GEO,CPI
2020-09,Newfoundland and Labrador,139.4
2020-09,Prince Edward Island,138.2
2020-09,Nova Scotia,137.5
2020-09,New Brunswick,136.3
2020-09,Quebec,132.5
2020-09,Ontario,138.3
2020-09,Manitoba,137.2
2020-09,Saskatchewan,140.8
2020-09,Alberta,145.0
2020-09,British Columbia,132.5
2020-09,"Yukon",133.9
2020-09,"Northwest Territories",137.1
2020-09,"Nunavut",130.3
