REF_DATE,GEO,CPI
2019-02,Newfoundland and Labrador,138.0
2019-02,Prince Edward Island,135.9
2019-02,Nova Scotia,135.7
2019-02,New Brunswick,134.7
2019-02,Quebec,130.2
2019-02,Ontario,136.0
2019-02,Manitoba,135.2
2019-02,Saskatchewan,138.5
2019-02,Alberta,142.0
2019-02,British Columbia,129.8
2019-02,"Yukon",131.1
2019-02,"Northwest Territories",138.0
2019-02,"Nunavut",129.9
